"","KTF75971","KTG42667","KTF80371","XP_701004","KTG43125","XP_007247745","KTF97353","XP_009293494","ABU96278","KTF88034","KTF89044","XP_001921423","XP_012688340","XP_002666141","KTG37669","KTF74249","XP_009297479","KTG03373","XP_013122300","KTG09598","KTF82271","ADG85670","KTG44146","AGH09216","CI01000065_0369242","NP_001239578","XP_009289507","AHA37384","NP_956417","BAC82372","NP_001005594","KTG06651","KTG34840","KTG37166","KTF76318","NP_001139468","NP_001245159","XP_007228077","KTG47344","KTF81434","NP_001017635","KTG45207","NP_001129995-G0004","KTG39568","XP_003201439-02364","XP_009296026-02406","KTG43290","KTG01608","XP_007235958","NP_571306","XP_013867485","KTF87868","XP_009296026-02382","KTF95438","KTF91743","KTG44324","KTF74609","XP_005166855","AAI62793","CDQ63224","ACR81587","XP_003201439-00000","XP_009301775","NP_001030159","CAD59120","KPP74952","KTF82854","KTF93372","XP_009291933","NP_001002690","NP_956405","NP_001093494","XP_005726511","XP_005171226","NP_001239279","NP_001129995-G0004","NP_001009916","XP_002666778","KTF73021","XP_009296012","KTG07469","KTF93359","KTG20094","NP_001129995-00000","XP_005172319","BAJ07836","KTG05535","KTG42301","KTF78776","KTF91705","KTG36050","XP_008308691","XP_015231118","KTG45231","XP_002660657","NP_001307352","NP_957371","KTF79503","KTF83322","XP_001340891","XP_009289685","KTG06837","KTG05056","XP_009301404","XP_009300071","CI01000330_0008172","XP_007232452","KTF81145","KTF81003","KTG40316","KTG06249","ACZ06879","KTG03061","ADK26459","KTG37605","CAE18459","KTG39162","AAI63537","XP_005157538","CAG02846","KKF10462","KTG30376","BAE79361","XP_005165403","XP_009298271","XP_012692113","KKF19913","XP_009298521","NP_571222","KTG04453","NP_571590","XP_009295759"
"AHA37384",4.1654e-06,0.0011447,0.00050102,0.015368,0.006051,0.0052982,0.58055,0.56286,0.54709,0.54366,0.54305,0.54311,0.54312,0.42048,0.31132,0.15002,0.041165,0.061973,0.084962,0.014439,0.036983,0.00041137,0.0013803,0.0037252,0.00064434,0.0008326,0.0012741,NA,5.5059e-11,4.2664e-07,1.3063e-06,4.1502e-09,3.622e-08,1.1114e-07,7.3637e-06,1.0839e-06,2.5239e-06,2.5514e-09,2.3964e-07,0.00041714,0.0021519,0.0044971,0.0094688,0.014428,0.018501,0.049197,0.052944,0.0332,0.030434,0.028875,0.029969,0.032069,0.032871,0.028567,0.029431,0.030566,0.030332,0.024434,0.027317,0.027308,0.027308,0.027309,0.027309,0.027309,0.027309,0.027309,0.027309,0.027309,0.027308,0.027648,0.027998,0.040169,0.034732,0.036581,0.038091,0.14685,0.16747,0.3771,0.4211,0.29038,0.25093,0.71611,0.79898,0.75939,0.85633,0.8193,0.79521,0.81832,0.76983,0.80795,0.94504,0.95504,0.91173,0.93652,0.0049441,0.01147,0.011387,0.0013349,0.00015569,7.3345e-05,0.00010747,9.7758e-05,0.00012329,5.9645e-05,4.3655e-05,4.3602e-05,4.36e-05,4.36e-05,4.36e-05,4.36e-05,0.086565,0.064244,0.11754,0.14952,0.15675,0.1634,0.20125,0.18071,0.18831,0.69257,0.53856,0.60739,0.25125,0.24627,0.24702,0.32116,0.34142,0.51326,0.433,0.45223,0.36341,0.42193
"NP_956417",1.0409e-05,0.0017298,0.00079113,0.01778,0.0081654,0.0072,0.54687,0.52476,0.50857,0.49453,0.49508,0.49499,0.49498,0.46503,0.34916,0.17377,0.052246,0.074668,0.097534,0.011081,0.029782,0.00026251,0.0011198,0.0026364,0.00039889,0.00053184,0.00083931,5.5059e-11,NA,9.8307e-08,5.5663e-07,1.7161e-10,5.086e-09,1.5248e-08,1.7158e-05,3.2472e-06,7.6009e-06,2.5657e-08,9.1243e-07,0.00060045,0.0030834,0.0061728,0.012485,0.018627,0.02361,0.059904,0.064208,0.041076,0.038136,0.036084,0.037366,0.039831,0.040505,0.035336,0.036222,0.037402,0.037259,0.030729,0.034228,0.034178,0.034177,0.034177,0.034177,0.034177,0.034177,0.034177,0.034177,0.034185,0.034195,0.034636,0.035148,0.049001,0.041921,0.043721,0.045309,0.17025,0.19297,0.41905,0.46563,0.32659,0.28402,0.77164,0.85604,0.8158,0.79929,0.7648,0.73923,0.7619,0.71559,0.75107,0.88703,0.89697,0.9699,0.99483,0.0035537,0.008671,0.0085873,0.0008812,9.76e-05,4.0202e-05,6.333e-05,5.663e-05,7.4402e-05,3.1307e-05,2.1331e-05,2.1299e-05,2.1298e-05,2.1298e-05,2.1298e-05,2.1298e-05,0.072474,0.052929,0.099716,0.12825,0.13474,0.14075,0.17719,0.15636,0.16325,0.6379,0.49053,0.55913,0.22072,0.21615,0.21681,0.28537,0.30578,0.46709,0.39067,0.40856,0.32674,0.38223
"BAC82372",0.00017152,0.0069235,0.0037886,0.043403,0.024017,0.021697,0.37528,0.35059,0.33079,0.32116,0.32101,0.321,0.321,0.67052,0.53017,0.29786,0.10557,0.14775,0.1816,0.0030953,0.010686,5.6097e-05,0.00044221,0.00048537,4.8439e-05,5.399e-05,0.0001028,4.2664e-07,9.8307e-08,NA,1.6185e-08,3.0547e-09,9.1688e-11,4.4018e-12,0.00023902,8.1543e-05,0.00013134,6.0501e-06,3.7989e-05,0.0031176,0.010999,0.019159,0.033889,0.046982,0.057048,0.12308,0.1304,0.087008,0.082827,0.080024,0.081827,0.087807,0.08929,0.079252,0.080595,0.082354,0.082027,0.070898,0.077428,0.077383,0.077382,0.077383,0.077383,0.077383,0.077383,0.077383,0.077383,0.077386,0.077394,0.077983,0.078659,0.098016,0.088914,0.091498,0.093741,0.29285,0.32494,0.61593,0.67127,0.5019,0.44722,0.99102,0.90459,0.94548,0.57713,0.54791,0.52408,0.54397,0.50451,0.53874,0.65674,0.66592,0.79201,0.76798,0.00073664,0.0022695,0.002297,0.00011236,1.2655e-05,1.921e-06,5.3937e-06,4.2477e-06,7.5014e-06,9.9803e-07,3.0336e-07,3.0174e-07,3.0171e-07,3.0171e-07,3.0171e-07,3.0171e-07,0.031511,0.02155,0.046376,0.062865,0.066724,0.070333,0.095194,0.079846,0.084129,0.44045,0.31882,0.37686,0.12099,0.11797,0.11843,0.16491,0.18366,0.30629,0.24237,0.257,0.20515,0.24828
"NP_001005594",0.00021575,0.007375,0.004234,0.052364,0.025162,0.02279,0.32654,0.37978,0.33309,0.32166,0.32216,0.32226,0.32233,0.67289,0.53308,0.30098,0.11041,0.15034,0.19754,0.0033675,0.011704,2.594e-05,0.00018538,0.0005664,2.9342e-05,7.234e-05,0.00012736,1.3063e-06,5.5663e-07,1.6185e-08,NA,1.0111e-07,3.137e-08,2.5229e-08,0.00029425,0.00010673,0.00016527,1.0956e-05,5.5156e-05,0.0036028,0.011672,0.020079,0.035267,0.048516,0.058721,0.12549,0.13325,0.095567,0.086756,0.085307,0.088134,0.089894,0.091729,0.080248,0.081333,0.082948,0.085413,0.072922,0.07965,0.079332,0.07937,0.079352,0.079352,0.079352,0.079352,0.079352,0.079352,0.079518,0.079576,0.081507,0.082298,0.094987,0.084944,0.090724,0.092482,0.29601,0.32711,0.61851,0.674,0.50497,0.45217,0.98964,0.90352,0.94419,0.57748,0.55613,0.52465,0.54445,0.51379,0.53728,0.65676,0.66589,0.79137,0.76689,0.00075147,0.0024696,0.0022712,0.00012599,1.9887e-05,4.0873e-06,9.5593e-06,7.823e-06,1.2652e-05,2.4439e-06,1.0157e-06,1.0119e-06,1.0118e-06,1.0118e-06,1.0118e-06,1.0118e-06,0.032877,0.021804,0.047472,0.064028,0.067913,0.071416,0.098738,0.081108,0.085411,0.4371,0.31899,0.3711,0.12231,0.11936,0.11948,0.1662,0.18459,0.31522,0.24342,0.25197,0.1942,0.25948
"KTG06651",3.5212e-05,0.0030621,0.0015201,0.02594,0.012724,0.011335,0.47563,0.44915,0.4322,0.42298,0.42285,0.42283,0.42283,0.54039,0.41426,0.21655,0.068617,0.098663,0.12611,0.0069997,0.020536,0.00015089,0.00075992,0.0014462,0.00019545,0.00024061,0.00040307,4.1502e-09,1.7161e-10,3.0547e-09,1.0111e-07,NA,7.0211e-12,1.2536e-10,5.3591e-05,1.3472e-05,2.5452e-05,3.5202e-07,4.8739e-06,0.0012245,0.0052149,0.0098397,0.018806,0.02721,0.033871,0.080385,0.085757,0.055754,0.052305,0.049957,0.051451,0.055022,0.056056,0.049151,0.050209,0.051609,0.051419,0.043257,0.047788,0.047736,0.047736,0.047736,0.047736,0.047736,0.047736,0.047736,0.047736,0.047743,0.047754,0.048264,0.048846,0.064819,0.056889,0.05901,0.060851,0.21247,0.23875,0.49079,0.54108,0.38941,0.342,0.86218,0.94821,0.90732,0.71051,0.67785,0.65267,0.67444,0.63051,0.66583,0.79587,0.80561,0.93728,0.91245,0.0020239,0.0053556,0.0053352,0.00042759,4.429e-05,1.3662e-05,2.5263e-05,2.1772e-05,3.1216e-05,9.6157e-06,5.4898e-06,5.4772e-06,5.4769e-06,5.4769e-06,5.4769e-06,5.4769e-06,0.053512,0.03816,0.075429,0.098876,0.10426,0.10927,0.14113,0.12235,0.12817,0.55756,0.41931,0.48423,0.17724,0.17329,0.17387,0.23363,0.25371,0.4004,0.32824,0.34493,0.27521,0.3262
"KTG34840",6.9484e-05,0.0042926,0.0022256,0.032692,0.016566,0.014846,0.43031,0.40728,0.38811,0.3806,0.38024,0.38027,0.38027,0.59095,0.45877,0.24705,0.081403,0.11658,0.14758,0.0051184,0.015955,0.00010042,0.00059154,0.00095764,0.00011514,0.00013819,0.00024209,3.622e-08,5.086e-09,9.1688e-11,3.137e-08,7.0211e-12,NA,7.3364e-13,0.0001016,2.9401e-05,5.0625e-05,1.2788e-06,1.1991e-05,0.0018371,0.007115,0.012977,0.024009,0.034115,0.042022,0.09586,0.102,0.066787,0.062904,0.060601,0.062187,0.066753,0.068046,0.06007,0.061301,0.062908,0.062598,0.053074,0.058315,0.058292,0.058293,0.058293,0.058293,0.058293,0.058293,0.058293,0.058293,0.058295,0.058296,0.058805,0.05934,0.076403,0.068749,0.071252,0.073303,0.2426,0.27122,0.53922,0.59167,0.43253,0.38217,0.92054,0.99295,0.96601,0.656,0.624,0.5999,0.62098,0.57838,0.61455,0.73934,0.74888,0.87879,0.85421,0.0013836,0.0038612,0.0038786,0.0002601,2.6749e-05,6.4965e-06,1.3776e-05,1.1516e-05,1.7731e-05,4.1672e-06,1.9965e-06,1.9903e-06,1.9902e-06,1.9902e-06,1.9902e-06,1.9902e-06,0.043625,0.030654,0.062541,0.083044,0.087789,0.092197,0.12069,0.10379,0.10897,0.51005,0.3775,0.43907,0.15298,0.14941,0.14996,0.20428,0.22388,0.36176,0.29203,0.30815,0.24608,0.29429
"KTG37166",9.9294e-05,0.0051896,0.0027385,0.035468,0.019118,0.017186,0.41327,0.38842,0.36924,0.35714,0.3573,0.35726,0.35725,0.62053,0.48515,0.26551,0.091246,0.12772,0.1584,0.0042625,0.01377,7.6029e-05,0.00053585,0.0007479,8.1392e-05,9.8519e-05,0.00017764,1.1114e-07,1.5248e-08,4.4018e-12,2.5229e-08,1.2536e-10,7.3364e-13,NA,0.00014235,4.4061e-05,7.5875e-05,2.3843e-06,1.8994e-05,0.0021949,0.0084231,0.015086,0.027425,0.0386,0.047294,0.10555,0.1121,0.074104,0.070127,0.067533,0.069229,0.074196,0.075388,0.066736,0.067977,0.069611,0.069356,0.059336,0.065069,0.065022,0.065022,0.065022,0.065022,0.065022,0.065022,0.065022,0.065022,0.065028,0.065037,0.065606,0.066239,0.084251,0.075657,0.078131,0.080228,0.26085,0.29076,0.5676,0.62121,0.45806,0.40605,0.95382,0.95959,0.99938,0.6258,0.59522,0.5708,0.59145,0.55026,0.58508,0.70783,0.71725,0.84587,0.82145,0.0010971,0.0031801,0.0031949,0.00019164,2.0146e-05,4.1728e-06,9.7145e-06,7.9578e-06,1.2841e-05,2.5035e-06,1.0478e-06,1.0439e-06,1.0438e-06,1.0438e-06,1.0438e-06,1.0438e-06,0.03872,0.026914,0.056024,0.074952,0.079351,0.083452,0.11083,0.094234,0.099063,0.48277,0.35461,0.4152,0.14031,0.13695,0.13745,0.18877,0.20812,0.33996,0.27263,0.28802,0.2297,0.27607
"KTF76318",1.4788e-13,1.4165e-05,2.542e-06,0.0019109,0.00028192,0.00022553,0.9712,0.96977,0.9686,0.96801,0.968,0.968,0.968,0.16158,0.10539,0.037302,0.0065118,0.010415,0.018426,0.077496,0.14849,0.0052327,0.0091607,0.030926,0.009032,0.011722,0.01535,7.3637e-06,1.7158e-05,0.00023902,0.00029425,5.3591e-05,0.0001016,0.00014235,NA,3.9117e-10,9.8672e-11,5.4946e-07,1.1266e-08,2.4398e-06,4.6189e-05,0.00017071,0.00058861,0.001151,0.001697,0.0074203,0.0082651,0.0048998,0.0040495,0.0035392,0.0038688,0.0039237,0.0040615,0.0033893,0.0036241,0.0039452,0.0038942,0.0025995,0.0030871,0.0030787,0.0030787,0.0030787,0.0030787,0.0030787,0.0030787,0.0030787,0.0030787,0.0030798,0.0030813,0.0031828,0.0032977,0.0074332,0.005254,0.0058433,0.0063671,0.036185,0.043644,0.13834,0.16191,0.095434,0.077616,0.3477,0.40822,0.37886,0.70035,0.73921,0.75951,0.73686,0.78733,0.75561,0.61865,0.60973,0.49645,0.51681,0.036917,0.066134,0.06491,0.015688,0.0031439,0.0024291,0.0027563,0.0026689,0.0028909,0.0022772,0.0020758,0.0020751,0.002075,0.002075,0.002075,0.002075,0.2709,0.21927,0.33617,0.39813,0.41154,0.42372,0.47956,0.45469,0.46791,0.87139,0.95914,0.96892,0.57219,0.56428,0.56542,0.67802,0.69187,0.91229,0.82713,0.8488,0.70265,0.77521
"NP_001139468",2.5903e-11,5.579e-05,1.437e-05,0.003302,0.00069314,0.00057148,0.87315,0.86692,0.86178,0.85923,0.85919,0.85919,0.85919,0.21042,0.1421,0.054819,0.010891,0.017138,0.027867,0.054483,0.11083,0.0029665,0.0057326,0.019946,0.0052303,0.0068494,0.0092226,1.0839e-06,3.2472e-06,8.1543e-05,0.00010673,1.3472e-05,2.9401e-05,4.4061e-05,3.9117e-10,NA,3.8311e-11,2.6834e-08,2.1165e-11,1.1941e-05,0.00014848,0.00044971,0.0013165,0.0023771,0.0033547,0.012606,0.013898,0.008487,0.0071755,0.0064639,0.0069665,0.0070981,0.0073182,0.0061344,0.0064647,0.0069166,0.006916,0.0049076,0.0057292,0.0057097,0.0057105,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.0057155,0.0057191,0.0059005,0.0060752,0.011571,0.0086063,0.009485,0.010169,0.053316,0.06324,0.18246,0.21084,0.12973,0.10739,0.4251,0.49234,0.45985,0.80486,0.84289,0.86613,0.84274,0.89262,0.86063,0.71921,0.70978,0.58866,0.6107,0.024147,0.045794,0.044769,0.0094249,0.0016742,0.0012091,0.0014192,0.0013626,0.0015071,0.0011133,0.00098839,0.00098794,0.00098793,0.00098793,0.00098793,0.00098793,0.21299,0.16882,0.26918,0.3237,0.33561,0.34645,0.39994,0.37423,0.38615,0.97987,0.85093,0.92353,0.48123,0.47398,0.47494,0.57975,0.59608,0.81007,0.72269,0.74296,0.60768,0.68267
"NP_001245159",1.4811e-11,3.3141e-05,7.7779e-06,0.0031233,0.00050114,0.00040931,0.89913,0.89803,0.89335,0.90376,0.90229,0.90248,0.9025,0.19005,0.12664,0.04734,0.0083155,0.014203,0.024877,0.063033,0.12511,0.0040603,0.0072479,0.023978,0.0067245,0.0086049,0.011452,2.5239e-06,7.6009e-06,0.00013134,0.00016527,2.5452e-05,5.0625e-05,7.5875e-05,9.8672e-11,3.8311e-11,NA,1.3705e-07,1.102e-09,9.8425e-06,9.823e-05,0.00031729,0.00098084,0.0018186,0.0026016,0.010328,0.011442,0.0066111,0.0056913,0.0050311,0.0054139,0.0056867,0.0059485,0.0049636,0.0052711,0.0056829,0.0055395,0.0038763,0.0045379,0.0045351,0.0045341,0.0045346,0.0045346,0.0045346,0.0045346,0.0045346,0.0045346,0.0045319,0.0045321,0.0046272,0.0047661,0.010025,0.0074553,0.008084,0.0087397,0.045994,0.054985,0.16409,0.19048,0.11533,0.094661,0.3934,0.45799,0.42672,0.76275,0.80348,0.82327,0.80014,0.85287,0.81758,0.67856,0.66932,0.55117,0.57243,0.029093,0.053382,0.052729,0.011773,0.0021907,0.0016311,0.0018854,0.0018172,0.001991,0.0015142,0.0013606,0.00136,0.00136,0.00136,0.00136,0.00136,0.23486,0.18857,0.29502,0.35257,0.36509,0.37654,0.42948,0.40555,0.418,0.93483,0.89444,0.96839,0.51689,0.50932,0.51054,0.61849,0.63402,0.84837,0.76418,0.78744,0.65051,0.71608
"XP_007228077",2.3485e-07,0.00039368,0.00014495,0.0081948,0.0027289,0.002341,0.70033,0.68565,0.67403,0.66675,0.66683,0.6668,0.6668,0.3236,0.23132,0.10245,0.0253,0.038162,0.054878,0.026093,0.06016,0.0009552,0.002543,0.0079096,0.0016326,0.002169,0.0031211,2.5514e-09,2.5657e-08,6.0501e-06,1.0956e-05,3.5202e-07,1.2788e-06,2.3843e-06,5.4946e-07,2.6834e-08,1.3705e-07,NA,1.6475e-09,0.00011268,0.00082084,0.001938,0.0045641,0.0073786,0.0097893,0.029463,0.031977,0.0197,0.017671,0.016409,0.017239,0.018213,0.01865,0.016001,0.016596,0.017392,0.017282,0.013399,0.01522,0.015196,0.015196,0.015196,0.015196,0.015196,0.015196,0.015196,0.015196,0.0152,0.015204,0.015479,0.015781,0.025068,0.020425,0.021742,0.022862,0.10004,0.1158,0.28645,0.32412,0.21397,0.18184,0.58861,0.6663,0.62901,0.99579,0.95773,0.93335,0.95705,0.9069,0.94284,0.91497,0.905,0.77422,0.79833,0.01005,0.02126,0.020939,0.0032298,0.00044643,0.0002652,0.00034395,0.0003222,0.00037848,0.00023127,0.00018909,0.00018894,0.00018894,0.00018894,0.00018894,0.00018894,0.12896,0.098539,0.16963,0.2105,0.2196,0.22796,0.27299,0.2495,0.25887,0.82358,0.6606,0.73324,0.33523,0.32928,0.33014,0.41758,0.43707,0.62792,0.54396,0.56416,0.45592,0.52062
"KTG47344",2.3853e-09,0.00011511,3.3582e-05,0.0045584,0.0011391,0.0009536,0.81347,0.80439,0.79691,0.79319,0.79313,0.79313,0.79313,0.245,0.16881,0.0684,0.014641,0.022776,0.035426,0.043153,0.091374,0.002194,0.0047522,0.014888,0.0036277,0.0047783,0.006569,2.3964e-07,9.1243e-07,3.7989e-05,5.5156e-05,4.8739e-06,1.1991e-05,1.8994e-05,1.1266e-08,2.1165e-11,1.102e-09,1.6475e-09,NA,2.7857e-05,0.00027826,0.00076509,0.0020614,0.0035706,0.004924,0.017052,0.018693,0.011084,0.0099462,0.0088441,0.0094,0.009935,0.010221,0.0085927,0.0089837,0.0095103,0.0093425,0.0070279,0.0081225,0.0081019,0.0080998,0.0081002,0.0081002,0.0081002,0.0081002,0.0081002,0.0081002,0.0080984,0.0081037,0.0082547,0.0085107,0.015921,0.011905,0.012559,0.013379,0.066613,0.078422,0.21401,0.24547,0.15484,0.12907,0.47713,0.54819,0.51392,0.87113,0.91043,0.93319,0.90954,0.96185,0.92748,0.78371,0.77405,0.64893,0.67168,0.018441,0.035901,0.035448,0.0067788,0.0011018,0.00075465,0.00090985,0.00086777,0.00097558,0.00068498,0.00059522,0.0005949,0.00059489,0.00059489,0.00059489,0.00059489,0.18125,0.14252,0.23234,0.28226,0.29323,0.30337,0.35477,0.32894,0.34002,0.95305,0.78542,0.8626,0.42904,0.42217,0.42324,0.52248,0.54049,0.74237,0.66062,0.68295,0.55853,0.61979
"KTF81434",4.2105e-06,2.2043e-07,1.94e-08,0.00014419,9.4666e-06,6.6898e-06,0.69455,0.69101,0.67744,0.70678,0.7026,0.70314,0.7032,0.062985,0.036362,0.0094277,0.0016488,0.0017304,0.00354,0.19494,0.31698,0.020774,0.032857,0.097208,0.036362,0.047038,0.057534,0.00041714,0.00060045,0.0031176,0.0036028,0.0012245,0.0018371,0.0021949,2.4398e-06,1.1941e-05,9.8425e-06,0.00011268,2.7857e-05,NA,5.9154e-07,4.4462e-06,2.9298e-05,7.9037e-05,0.00014008,0.0010925,0.0012559,0.00074229,0.0004798,0.00040751,0.00047966,0.00045367,0.00043832,0.00043954,0.0005179,0.00062829,0.00058779,0.000253,0.00031895,0.00032284,0.00032293,0.00032306,0.00032306,0.00032306,0.00032306,0.00032306,0.00032306,0.00032219,0.00032089,0.00033502,0.00034319,0.0015259,0.0010861,0.0013841,0.0016199,0.009062,0.011616,0.051392,0.062966,0.031908,0.024495,0.16813,0.20681,0.18779,0.41813,0.45577,0.46551,0.44719,0.49282,0.46229,0.35517,0.34848,0.2665,0.2807,0.11155,0.17333,0.17115,0.058658,0.016606,0.01455,0.015514,0.015261,0.015899,0.014087,0.013455,0.013453,0.013453,0.013453,0.013453,0.013453,0.50692,0.433,0.5977,0.67882,0.69587,0.71101,0.76168,0.74967,0.76577,0.55662,0.71179,0.65728,0.88887,0.87977,0.8813,0.99365,0.99085,0.76315,0.84197,0.8197,0.98594,0.91326
"NP_001017635",6.9157e-05,2.2502e-10,3.8595e-08,9.3254e-05,1.1634e-08,4.1391e-09,0.52838,0.50753,0.49055,0.48219,0.48206,0.48206,0.48206,0.024521,0.012328,0.0021808,0.00015546,0.0002152,0.0010676,0.33336,0.50086,0.054257,0.066785,0.18687,0.083905,0.10219,0.12071,0.0021519,0.0030834,0.010999,0.011672,0.0052149,0.007115,0.0084231,4.6189e-05,0.00014848,9.823e-05,0.00082084,0.00027826,5.9154e-07,NA,9.0265e-10,1.931e-07,1.4545e-06,4.0627e-06,0.00011048,0.00013706,0.0001203,5.953e-05,3.3348e-05,4.9123e-05,2.9115e-05,3.1808e-05,2.7615e-05,3.7617e-05,5.4081e-05,5.0903e-05,1.1489e-05,1.718e-05,1.6953e-05,1.695e-05,1.695e-05,1.695e-05,1.695e-05,1.695e-05,1.695e-05,1.695e-05,1.6974e-05,1.7013e-05,2.0063e-05,2.3954e-05,0.00043601,0.00015583,0.00021761,0.00028191,0.0020703,0.0028578,0.019118,0.024604,0.010489,0.0074944,0.082786,0.10676,0.094838,0.25336,0.28037,0.28916,0.27521,0.3096,0.29341,0.2073,0.20251,0.14572,0.15537,0.20788,0.30172,0.29638,0.12201,0.041539,0.038116,0.039735,0.039312,0.040375,0.037329,0.036245,0.036241,0.036241,0.036241,0.036241,0.036241,0.72936,0.64009,0.83239,0.92154,0.93992,0.95637,0.98861,0.99714,0.98602,0.36787,0.49242,0.44513,0.86019,0.86925,0.86795,0.74537,0.75026,0.54829,0.60647,0.58986,0.76209,0.69773
"KTG45207",0.00023794,5.2296e-08,9.1073e-07,6.414e-05,3.1388e-12,7.3497e-14,0.44041,0.4164,0.39772,0.38866,0.38848,0.38848,0.38848,0.014482,0.0067187,0.0009403,5.604e-05,6.1233e-05,0.0005087,0.41973,0.60603,0.079137,0.093563,0.24832,0.1193,0.14352,0.16695,0.0044971,0.0061728,0.019159,0.020079,0.0098397,0.012977,0.015086,0.00017071,0.00044971,0.00031729,0.001938,0.00076509,4.4462e-06,9.0265e-10,NA,2.5282e-09,7.4571e-08,3.4238e-07,2.7053e-05,3.5315e-05,4.8083e-05,1.8071e-05,7.6317e-06,1.3746e-05,4.9942e-06,5.6454e-06,5.5648e-06,9.0388e-06,1.5543e-05,1.4341e-05,1.4576e-06,2.516e-06,2.4534e-06,2.4531e-06,2.453e-06,2.453e-06,2.453e-06,2.453e-06,2.453e-06,2.453e-06,2.4611e-06,2.4719e-06,3.3144e-06,4.4676e-06,0.00024067,6.5973e-05,0.00010187,0.00014093,0.00088581,0.0012828,0.010973,0.014537,0.0056037,0.0038426,0.05573,0.073764,0.064741,0.19105,0.21424,0.221,0.20927,0.23872,0.22597,0.15318,0.14929,0.10391,0.11152,0.27326,0.3835,0.37686,0.16849,0.062567,0.058383,0.060368,0.05985,0.061149,0.057413,0.056074,0.056069,0.056069,0.056069,0.056069,0.056069,0.84927,0.75555,0.95533,0.95453,0.93612,0.91972,0.86853,0.87922,0.86261,0.28931,0.39842,0.35826,0.73986,0.7486,0.74737,0.63033,0.63884,0.45208,0.50206,0.48757,0.65513,0.59526
"NP_001129995-G0004",0.00077425,1.6517e-06,1.0623e-05,5.7402e-05,9.0608e-11,5.3988e-10,0.34757,0.32544,0.30446,0.29462,0.2945,0.2945,0.2945,0.0073134,0.0030376,0.00030124,1.685e-05,9.8803e-06,0.00021381,0.53267,0.73705,0.1181,0.13439,0.33362,0.1728,0.20431,0.23392,0.0094688,0.012485,0.033889,0.035267,0.018806,0.024009,0.027425,0.00058861,0.0013165,0.00098084,0.0045641,0.0020614,2.9298e-05,1.931e-07,2.5282e-09,NA,1.0682e-10,3.1083e-09,3.3123e-06,4.7346e-06,1.794e-05,4.4423e-06,1.077e-06,2.8964e-06,2.9527e-07,3.6479e-07,5.8748e-07,1.4185e-06,3.4443e-06,3.0513e-06,4.1138e-08,1.0509e-07,9.8254e-08,9.8223e-08,9.8207e-08,9.8207e-08,9.8207e-08,9.8207e-08,9.8207e-08,9.8207e-08,9.9132e-08,1.0033e-07,2.0368e-07,3.8873e-07,0.00013666,2.6859e-05,4.7024e-05,7.0582e-05,0.00028115,0.00043701,0.0053286,0.0073389,0.002457,0.0015913,0.033542,0.045945,0.039693,0.13319,0.15163,0.15671,0.14745,0.17134,0.16271,0.10405,0.10111,0.067433,0.072982,0.36309,0.4916,0.48349,0.23573,0.095303,0.09044,0.092647,0.093033,0.094647,0.090149,0.088123,0.08814,0.088137,0.088137,0.088137,0.088137,0.99131,0.89497,0.90191,0.8131,0.79516,0.77925,0.73273,0.74017,0.72451,0.21313,0.30416,0.27037,0.60825,0.61641,0.61525,0.50742,0.51795,0.35381,0.39507,0.3823,0.54105,0.48678
"KTG39568",0.0014723,7.5669e-06,3.4901e-05,6.2701e-05,1.1645e-08,2.9147e-08,0.29846,0.27305,0.25294,0.24323,0.24308,0.24308,0.24308,0.0045166,0.0017218,0.00012959,7.744e-06,2.2499e-06,0.00011748,0.61054,0.82404,0.14842,0.16564,0.39543,0.21321,0.25045,0.28411,0.014428,0.018627,0.046982,0.048516,0.02721,0.034115,0.0386,0.001151,0.0023771,0.0018186,0.0073786,0.0035706,7.9037e-05,1.4545e-06,7.4571e-08,1.0682e-10,NA,3.9579e-12,5.6228e-07,8.9674e-07,1.0885e-05,2.0129e-06,3.0251e-07,1.1707e-06,2.0214e-08,2.9359e-08,1.2397e-07,4.5623e-07,1.4905e-06,1.2713e-06,9.2893e-10,4.3971e-09,3.733e-09,3.7304e-09,3.7294e-09,3.7294e-09,3.7294e-09,3.7294e-09,3.7294e-09,3.7294e-09,3.8152e-09,3.9272e-09,1.8921e-08,6.1321e-08,0.00010527,1.7505e-05,3.2962e-05,5.1703e-05,0.00011948,0.000198,0.0031948,0.0045381,0.0013662,0.00084413,0.023567,0.033073,0.028252,0.10376,0.12002,0.12354,0.11573,0.13627,0.12878,0.079624,0.077204,0.049971,0.054403,0.42766,0.56683,0.55786,0.28611,0.12295,0.11745,0.12007,0.11939,0.12109,0.11616,0.11437,0.11436,0.11436,0.11436,0.11436,0.11436,0.91846,0.98506,0.81294,0.72629,0.70892,0.69355,0.65222,0.65591,0.64068,0.17218,0.25159,0.22424,0.53046,0.53814,0.53708,0.43628,0.44987,0.29828,0.3327,0.32214,0.47178,0.42316
