"","KTF75971","KTG42667","KTF80371","XP_701004","KTG43125","XP_007247745","KTF97353","XP_009293494","ABU96278","KTF88034","KTF89044","XP_001921423","XP_012688340","XP_002666141","KTG37669","KTF74249","XP_009297479","KTG03373","XP_013122300","KTG09598","KTF82271","ADG85670","KTG44146","AGH09216","CI01000065_0369242","NP_001239578","XP_009289507","AHA37384","NP_956417","BAC82372","NP_001005594","KTG06651","KTG34840","KTG37166","KTF76318","NP_001139468","NP_001245159","XP_007228077","KTG47344","KTF81434","NP_001017635","KTG45207","NP_001129995-G0004","KTG39568","XP_003201439-02364","XP_009296026-02406","KTG43290","KTG01608","XP_007235958","NP_571306","XP_013867485","KTF87868","XP_009296026-02382","KTF95438","KTF91743","KTG44324","KTF74609","XP_005166855","AAI62793","CDQ63224","ACR81587","XP_003201439-00000","XP_009301775","NP_001030159","CAD59120","KPP74952","KTF82854","KTF93372","XP_009291933","NP_001002690","NP_956405","NP_001093494","XP_005726511","XP_005171226","NP_001239279","NP_001129995-G0004","NP_001009916","XP_002666778","KTF73021","XP_009296012","KTG07469","KTF93359","KTG20094","NP_001129995-00000","XP_005172319","BAJ07836","KTG05535","KTG42301","KTF78776","KTF91705","KTG36050","XP_008308691","XP_015231118","KTG45231","XP_002660657","NP_001307352","NP_957371","KTF79503","KTF83322","XP_001340891","XP_009289685","KTG06837","KTG05056","XP_009301404","XP_009300071","CI01000330_0008172","XP_007232452","KTF81145","KTF81003","KTG40316","KTG06249","ACZ06879","KTG03061","ADK26459","KTG37605","CAE18459","KTG39162","AAI63537","XP_005157538","CAG02846","KKF10462","KTG30376","BAE79361","XP_005165403","XP_009298271","XP_012692113","KKF19913","XP_009298521","NP_571222","KTG04453","NP_571590","XP_009295759"
"ACR81587",0.0037938,5.5309e-05,0.00017684,9.9883e-05,8.4894e-07,1.4098e-06,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.0018071,0.0005771,2.3176e-05,3.2345e-06,6.4571e-08,4.8858e-05,0.75083,0.97427,0.21202,0.23026,0.51252,0.29538,0.34207,0.38254,0.027308,0.034177,0.077382,0.07937,0.047736,0.058293,0.065022,0.0030787,0.0057105,0.0045341,0.015196,0.0080998,0.00032293,1.695e-05,2.4531e-06,9.8223e-08,3.7304e-09,1.4067e-10,5.2957e-09,1.2976e-08,7.4161e-06,1.0688e-06,9.1299e-08,5.4296e-07,4.3165e-13,1.1104e-11,2.5917e-08,1.6952e-07,7.632e-07,6.162e-07,5.2403e-14,7.7049e-14,0,NA,0,0,0,0,0,0,0,8.8818e-16,5.5124e-10,7.3681e-09,8.874e-05,1.3043e-05,2.5729e-05,4.1742e-05,2.087e-05,4.0138e-05,0.0012025,0.0018172,0.00043709,0.00024464,0.012195,0.017941,0.014995,0.065402,0.077633,0.079603,0.073959,0.089357,0.084417,0.04852,0.04686,0.028657,0.03155,0.54895,0.70359,0.69338,0.38484,0.18005,0.17392,0.17685,0.17609,0.17799,0.17248,0.17048,0.17047,0.17047,0.17047,0.17047,0.17047,0.76951,0.86365,0.66866,0.58775,0.57173,0.5576,0.52379,0.52326,0.50947,0.11647,0.17776,0.1577,0.41115,0.41791,0.41697,0.32956,0.345,0.21849,0.24363,0.23541,0.36844,0.32823
"XP_003201439-00000",0.0037938,5.5308e-05,0.00017702,9.9881e-05,8.4889e-07,1.4097e-06,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.001807,0.0005771,2.3176e-05,3.2343e-06,6.4563e-08,4.8857e-05,0.75084,0.97432,0.21194,0.23003,0.51252,0.29539,0.34207,0.38253,0.027309,0.034177,0.077383,0.079352,0.047736,0.058293,0.065022,0.0030787,0.00571,0.0045346,0.015196,0.0081002,0.00032306,1.695e-05,2.453e-06,9.8207e-08,3.7294e-09,1.4056e-10,5.2942e-09,1.2974e-08,7.5742e-06,1.0839e-06,9.502e-08,5.6e-07,4.2988e-13,1.1085e-11,2.5332e-08,1.6667e-07,7.5368e-07,6.2009e-07,5.2403e-14,9.3037e-14,0,0,NA,0,NA,0,0,0,0,1.5543e-15,5.989e-10,7.714e-09,8.8164e-05,1.2809e-05,2.5517e-05,4.1402e-05,2.0871e-05,4.0099e-05,0.0012025,0.0018172,0.00043709,0.00024483,0.012194,0.017941,0.014995,0.065402,0.077588,0.079603,0.073959,0.089303,0.084434,0.04852,0.04686,0.028657,0.031552,0.54887,0.70359,0.69327,0.3848,0.18005,0.17392,0.17685,0.17609,0.17799,0.17248,0.17048,0.17047,0.17047,0.17047,0.17047,0.17047,0.76947,0.8637,0.66865,0.58775,0.57173,0.55761,0.52368,0.52326,0.50947,0.11651,0.17778,0.15775,0.41115,0.41791,0.41698,0.32957,0.34501,0.21841,0.24364,0.23551,0.36871,0.32808
"XP_009301775",0.0037938,5.5308e-05,0.00017702,9.9881e-05,8.4889e-07,1.4097e-06,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.001807,0.0005771,2.3176e-05,3.2343e-06,6.4563e-08,4.8857e-05,0.75084,0.97432,0.21194,0.23003,0.51252,0.29539,0.34207,0.38253,0.027309,0.034177,0.077383,0.079352,0.047736,0.058293,0.065022,0.0030787,0.00571,0.0045346,0.015196,0.0081002,0.00032306,1.695e-05,2.453e-06,9.8207e-08,3.7294e-09,1.4056e-10,5.2942e-09,1.2974e-08,7.5742e-06,1.0839e-06,9.502e-08,5.6e-07,4.2988e-13,1.1085e-11,2.5332e-08,1.6667e-07,7.5368e-07,6.2009e-07,5.2403e-14,9.3037e-14,0,0,0,NA,NA,NA,0,0,0,1.5543e-15,5.989e-10,7.714e-09,8.8164e-05,1.2809e-05,2.5517e-05,4.1402e-05,2.0871e-05,4.0099e-05,0.0012025,0.0018172,0.00043709,0.00024483,0.012194,0.017941,0.014995,0.065402,0.077588,0.079603,0.073959,0.089303,0.084434,0.04852,0.04686,0.028657,0.031552,0.54887,0.70359,0.69327,0.3848,0.18005,0.17392,0.17685,0.17609,0.17799,0.17248,0.17048,0.17047,0.17047,0.17047,0.17047,0.17047,0.76947,0.8637,0.66865,0.58775,0.57173,0.55761,0.52368,0.52326,0.50947,0.11651,0.17778,0.15775,0.41115,0.41791,0.41698,0.32957,0.34501,0.21841,0.24364,0.23551,0.36871,0.32808
"NP_001030159",0.0037938,5.5308e-05,0.00017702,9.9881e-05,8.4889e-07,1.4097e-06,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.001807,0.0005771,2.3176e-05,3.2343e-06,6.4563e-08,4.8857e-05,0.75084,0.97432,0.21194,0.23003,0.51252,0.29539,0.34207,0.38253,0.027309,0.034177,0.077383,0.079352,0.047736,0.058293,0.065022,0.0030787,0.00571,0.0045346,0.015196,0.0081002,0.00032306,1.695e-05,2.453e-06,9.8207e-08,3.7294e-09,1.4056e-10,5.2942e-09,1.2974e-08,7.5742e-06,1.0839e-06,9.502e-08,5.6e-07,4.2988e-13,1.1085e-11,2.5332e-08,1.6667e-07,7.5368e-07,6.2009e-07,5.2403e-14,9.3037e-14,0,0,NA,NA,NA,0,0,0,0,1.5543e-15,5.989e-10,7.714e-09,8.8164e-05,1.2809e-05,2.5517e-05,4.1402e-05,2.0871e-05,4.0099e-05,0.0012025,0.0018172,0.00043709,0.00024483,0.012194,0.017941,0.014995,0.065402,0.077588,0.079603,0.073959,0.089303,0.084434,0.04852,0.04686,0.028657,0.031552,0.54887,0.70359,0.69327,0.3848,0.18005,0.17392,0.17685,0.17609,0.17799,0.17248,0.17048,0.17047,0.17047,0.17047,0.17047,0.17047,0.76947,0.8637,0.66865,0.58775,0.57173,0.55761,0.52368,0.52326,0.50947,0.11651,0.17778,0.15775,0.41115,0.41791,0.41698,0.32957,0.34501,0.21841,0.24364,0.23551,0.36871,0.32808
"CAD59120",0.0037938,5.5308e-05,0.00017702,9.9881e-05,8.4889e-07,1.4097e-06,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.001807,0.0005771,2.3176e-05,3.2343e-06,6.4563e-08,4.8857e-05,0.75084,0.97432,0.21194,0.23003,0.51252,0.29539,0.34207,0.38253,0.027309,0.034177,0.077383,0.079352,0.047736,0.058293,0.065022,0.0030787,0.00571,0.0045346,0.015196,0.0081002,0.00032306,1.695e-05,2.453e-06,9.8207e-08,3.7294e-09,1.4056e-10,5.2942e-09,1.2974e-08,7.5742e-06,1.0839e-06,9.502e-08,5.6e-07,4.2988e-13,1.1085e-11,2.5332e-08,1.6667e-07,7.5368e-07,6.2009e-07,5.2403e-14,9.3037e-14,0,0,0,NA,0,NA,0,0,0,1.5543e-15,5.989e-10,7.714e-09,8.8164e-05,1.2809e-05,2.5517e-05,4.1402e-05,2.0871e-05,4.0099e-05,0.0012025,0.0018172,0.00043709,0.00024483,0.012194,0.017941,0.014995,0.065402,0.077588,0.079603,0.073959,0.089303,0.084434,0.04852,0.04686,0.028657,0.031552,0.54887,0.70359,0.69327,0.3848,0.18005,0.17392,0.17685,0.17609,0.17799,0.17248,0.17048,0.17047,0.17047,0.17047,0.17047,0.17047,0.76947,0.8637,0.66865,0.58775,0.57173,0.55761,0.52368,0.52326,0.50947,0.11651,0.17778,0.15775,0.41115,0.41791,0.41698,0.32957,0.34501,0.21841,0.24364,0.23551,0.36871,0.32808
"KPP74952",0.0037938,5.5308e-05,0.00017702,9.9881e-05,8.4889e-07,1.4097e-06,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.001807,0.0005771,2.3176e-05,3.2343e-06,6.4563e-08,4.8857e-05,0.75084,0.97432,0.21194,0.23003,0.51252,0.29539,0.34207,0.38253,0.027309,0.034177,0.077383,0.079352,0.047736,0.058293,0.065022,0.0030787,0.00571,0.0045346,0.015196,0.0081002,0.00032306,1.695e-05,2.453e-06,9.8207e-08,3.7294e-09,1.4056e-10,5.2942e-09,1.2974e-08,7.5742e-06,1.0839e-06,9.502e-08,5.6e-07,4.2988e-13,1.1085e-11,2.5332e-08,1.6667e-07,7.5368e-07,6.2009e-07,5.2403e-14,9.3037e-14,0,0,0,0,0,0,NA,0,0,1.5543e-15,5.989e-10,7.714e-09,8.8164e-05,1.2809e-05,2.5517e-05,4.1402e-05,2.0871e-05,4.0099e-05,0.0012025,0.0018172,0.00043709,0.00024483,0.012194,0.017941,0.014995,0.065402,0.077588,0.079603,0.073959,0.089303,0.084434,0.04852,0.04686,0.028657,0.031552,0.54887,0.70359,0.69327,0.3848,0.18005,0.17392,0.17685,0.17609,0.17799,0.17248,0.17048,0.17047,0.17047,0.17047,0.17047,0.17047,0.76947,0.8637,0.66865,0.58775,0.57173,0.55761,0.52368,0.52326,0.50947,0.11651,0.17778,0.15775,0.41115,0.41791,0.41698,0.32957,0.34501,0.21841,0.24364,0.23551,0.36871,0.32808
"KTF82854",0.0037938,5.5308e-05,0.00017702,9.9881e-05,8.4889e-07,1.4097e-06,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.001807,0.0005771,2.3176e-05,3.2343e-06,6.4563e-08,4.8857e-05,0.75084,0.97432,0.21194,0.23003,0.51252,0.29539,0.34207,0.38253,0.027309,0.034177,0.077383,0.079352,0.047736,0.058293,0.065022,0.0030787,0.00571,0.0045346,0.015196,0.0081002,0.00032306,1.695e-05,2.453e-06,9.8207e-08,3.7294e-09,1.4056e-10,5.2942e-09,1.2974e-08,7.5742e-06,1.0839e-06,9.502e-08,5.6e-07,4.2988e-13,1.1085e-11,2.5332e-08,1.6667e-07,7.5368e-07,6.2009e-07,5.2403e-14,9.3037e-14,0,0,0,0,0,0,0,NA,0,1.5543e-15,5.989e-10,7.714e-09,8.8164e-05,1.2809e-05,2.5517e-05,4.1402e-05,2.0871e-05,4.0099e-05,0.0012025,0.0018172,0.00043709,0.00024483,0.012194,0.017941,0.014995,0.065402,0.077588,0.079603,0.073959,0.089303,0.084434,0.04852,0.04686,0.028657,0.031552,0.54887,0.70359,0.69327,0.3848,0.18005,0.17392,0.17685,0.17609,0.17799,0.17248,0.17048,0.17047,0.17047,0.17047,0.17047,0.17047,0.76947,0.8637,0.66865,0.58775,0.57173,0.55761,0.52368,0.52326,0.50947,0.11651,0.17778,0.15775,0.41115,0.41791,0.41698,0.32957,0.34501,0.21841,0.24364,0.23551,0.36871,0.32808
"KTF93372",0.0037951,5.5384e-05,0.00017559,9.9996e-05,8.5294e-07,1.4155e-06,0.22412,0.19921,0.17984,0.17063,0.17048,0.17048,0.17048,0.0018085,0.00057748,2.3217e-05,3.2448e-06,6.5215e-08,4.8927e-05,0.75071,0.97391,0.21263,0.23211,0.51249,0.29534,0.34208,0.38259,0.027309,0.034185,0.077386,0.079518,0.047743,0.058295,0.065028,0.0030798,0.0057155,0.0045319,0.0152,0.0080984,0.00032219,1.6974e-05,2.4611e-06,9.9132e-08,3.8152e-09,1.4899e-10,5.4051e-09,1.3173e-08,6.261e-06,9.5891e-07,6.6003e-08,4.2306e-07,5.7954e-13,1.2503e-11,3.123e-08,1.945e-07,8.4517e-07,5.8878e-07,8.3711e-14,2.0872e-14,2.2204e-16,0,0,0,0,0,0,0,NA,0,2.756e-10,5.1026e-09,9.3497e-05,1.5032e-05,2.7496e-05,4.4563e-05,2.0899e-05,4.0504e-05,0.0012031,0.0018179,0.0004374,0.00024326,0.012198,0.017944,0.014998,0.065409,0.077999,0.07961,0.073966,0.089791,0.084287,0.048526,0.046865,0.02866,0.031541,0.54962,0.7036,0.69428,0.38522,0.18006,0.17393,0.17686,0.1761,0.178,0.17249,0.17049,0.17048,0.17048,0.17048,0.17048,0.17048,0.76986,0.86322,0.6687,0.58776,0.57174,0.55757,0.52463,0.52327,0.50948,0.11616,0.17765,0.15725,0.41114,0.41792,0.41689,0.32954,0.34493,0.21916,0.2436,0.23465,0.3663,0.32941
"XP_009291933",0.0037967,5.5482e-05,0.0001752,0.00010014,8.5814e-07,1.4229e-06,0.22414,0.19922,0.17986,0.17064,0.17049,0.17049,0.17049,0.0018105,0.00057796,2.327e-05,3.2582e-06,6.6056e-08,4.9017e-05,0.75052,0.97331,0.21218,0.23212,0.51248,0.29532,0.34209,0.38262,0.027308,0.034195,0.077394,0.079576,0.047754,0.058296,0.065037,0.0030813,0.0057191,0.0045321,0.015204,0.0081037,0.00032089,1.7013e-05,2.4719e-06,1.0033e-07,3.9272e-09,1.6026e-10,5.5488e-09,1.343e-08,5.8218e-06,7.966e-07,5.7824e-08,3.8002e-07,8.1757e-13,1.4505e-11,4.192e-08,2.4409e-07,1.0155e-06,6.8175e-07,1.4611e-13,1.3323e-15,1.7764e-15,8.8818e-16,1.5543e-15,1.5543e-15,1.5543e-15,1.5543e-15,1.5543e-15,1.5543e-15,0,NA,2.0011e-10,3.4961e-09,8.9183e-05,1.6563e-05,3.0717e-05,4.9406e-05,2.095e-05,4.0714e-05,0.0012039,0.0018189,0.0004378,0.00024371,0.012202,0.017948,0.015001,0.065417,0.078286,0.079619,0.073975,0.08999,0.083961,0.048533,0.046873,0.028665,0.031541,0.54991,0.7036,0.69468,0.38539,0.18007,0.17394,0.17687,0.17611,0.17801,0.1725,0.1705,0.17049,0.17049,0.17049,0.17049,0.17049,0.77001,0.86304,0.66872,0.58777,0.57175,0.55761,0.52599,0.52328,0.50949,0.11568,0.1775,0.15759,0.41114,0.41793,0.41687,0.32954,0.345,0.2186,0.24359,0.23435,0.3654,0.32852
"NP_001002690",0.0039126,6.2507e-05,0.00017715,0.00011064,1.2748e-06,2.0072e-06,0.22497,0.20005,0.18066,0.17144,0.17129,0.17129,0.17129,0.0018881,0.00061209,2.7156e-05,4.2791e-06,1.4497e-07,5.5473e-05,0.74989,0.9702,0.21888,0.25064,0.51283,0.29572,0.34292,0.38385,0.027648,0.034636,0.077983,0.081507,0.048264,0.058805,0.065606,0.0031828,0.0059005,0.0046272,0.015479,0.0082547,0.00033502,2.0063e-05,3.3144e-06,2.0368e-07,1.8921e-08,3.5285e-09,2.3687e-08,4.3265e-08,9.5531e-07,4.0632e-07,9.5288e-10,2.1055e-08,9.1324e-10,1.5849e-09,2.5053e-07,9.2497e-07,2.7795e-06,6.3256e-07,7.2932e-10,1.6542e-10,6.4369e-10,5.5124e-10,5.989e-10,5.989e-10,5.989e-10,5.989e-10,5.989e-10,5.989e-10,2.756e-10,2.0011e-10,NA,1.8033e-10,0.00015608,5.275e-05,5.6908e-05,8.9843e-05,2.4471e-05,4.9566e-05,0.0012593,0.0018901,0.00046617,0.00024748,0.012445,0.018243,0.015263,0.065988,0.082196,0.08024,0.074577,0.094622,0.083474,0.04903,0.047362,0.029036,0.031814,0.55662,0.70406,0.7034,0.38958,0.18088,0.17475,0.17767,0.17691,0.17881,0.1733,0.1713,0.17129,0.17129,0.17129,0.17129,0.17129,0.77352,0.85932,0.66953,0.58838,0.57238,0.55787,0.53388,0.52397,0.5102,0.11368,0.17727,0.15394,0.41176,0.41872,0.41688,0.33011,0.34502,0.22591,0.244,0.2282,0.34684,0.34082
"NP_956405",0.0040434,7.097e-05,0.00019175,0.0001231,1.8835e-06,2.8314e-06,0.2259,0.20096,0.18156,0.17232,0.17218,0.17217,0.17217,0.0019813,0.00065139,3.1959e-05,5.6504e-06,2.9239e-07,6.3277e-05,0.74828,0.96401,0.21154,0.2442,0.51351,0.29638,0.34384,0.38482,0.027998,0.035148,0.078659,0.082298,0.048846,0.05934,0.066239,0.0032977,0.0060752,0.0047661,0.015781,0.0085107,0.00034319,2.3954e-05,4.4676e-06,3.8873e-07,6.1321e-08,2.0227e-08,7.2081e-08,1.1208e-07,9.0076e-07,2.4539e-08,3.6331e-09,2.8287e-08,9.5126e-09,1.2778e-08,1.5228e-06,4.4597e-06,1.1312e-05,4.1476e-06,8.4672e-09,1.7293e-09,7.6251e-09,7.3681e-09,7.714e-09,7.714e-09,7.714e-09,7.714e-09,7.714e-09,7.714e-09,5.1026e-09,3.4961e-09,1.8033e-10,NA,8.0335e-05,9.3708e-05,0.00014554,0.00021481,2.9015e-05,5.745e-05,0.0013225,0.0019721,0.00049896,0.00027802,0.01271,0.018572,0.01556,0.066622,0.085192,0.080929,0.075245,0.096201,0.080439,0.049583,0.047906,0.029458,0.032236,0.55846,0.70457,0.70542,0.3911,0.18177,0.17563,0.17856,0.1778,0.17971,0.17419,0.17218,0.17217,0.17217,0.17217,0.17217,0.17217,0.7745,0.85885,0.67015,0.58906,0.57308,0.55914,0.54901,0.52473,0.51097,0.10952,0.17647,0.1608,0.41261,0.41959,0.41761,0.33099,0.34709,0.21701,0.24486,0.22811,0.34426,0.32564
"NP_001093494",0.0086482,0.00070116,0.0013884,0.00092465,0.00018987,0.00021107,0.25102,0.22576,0.20598,0.19651,0.19636,0.19636,0.19636,0.0051907,0.0024325,0.00048797,0.00025807,0.00013002,0.00066369,0.75531,0.95203,0.17075,0.15639,0.53534,0.3225,0.3685,0.40702,0.040169,0.049001,0.098016,0.094987,0.064819,0.076403,0.084251,0.0074332,0.011571,0.010025,0.025068,0.015921,0.0015259,0.00043601,0.00024067,0.00013666,0.00010527,9.4594e-05,0.00010718,0.00011294,0.0010893,2.4635e-05,0.00034126,0.00048859,8.9321e-05,9.1331e-05,0.00031265,0.00047088,0.00073708,0.001236,8.91e-05,7.7536e-05,8.5833e-05,8.874e-05,8.8164e-05,8.8164e-05,8.8164e-05,8.8164e-05,8.8164e-05,8.8164e-05,9.3497e-05,8.9183e-05,0.00015608,8.0335e-05,NA,0.00028852,0.0023386,0.0027149,0.00047468,0.00055726,0.0038835,0.0051377,0.0020571,0.0018827,0.021031,0.02869,0.024848,0.084676,0.098189,0.10037,0.094166,0.09931,0.086821,0.065573,0.06366,0.04216,0.046089,0.55229,0.71794,0.68461,0.40061,0.2062,0.19991,0.20291,0.20214,0.20409,0.19843,0.19637,0.19636,0.19636,0.19636,0.19636,0.19636,0.7718,0.88171,0.68366,0.607,0.5916,0.58281,0.60076,0.54491,0.5316,0.1204,0.19778,0.24457,0.4367,0.44278,0.44413,0.35698,0.38151,0.1673,0.27197,0.2859,0.45448,0.22778
"XP_005726511",0.0062426,0.00029563,0.00076897,0.00042456,4.5915e-05,5.4042e-05,0.23932,0.21419,0.19457,0.1852,0.18505,0.18505,0.18505,0.0033486,0.0014183,0.00018135,7.314e-05,2.5021e-05,0.00027484,0.76615,0.9995,0.21891,0.18972,0.52674,0.31316,0.35709,0.39527,0.034732,0.041921,0.088914,0.084944,0.056889,0.068749,0.075657,0.005254,0.0086063,0.0074553,0.020425,0.011905,0.0010861,0.00015583,6.5973e-05,2.6859e-05,1.7505e-05,1.4518e-05,1.8053e-05,1.9951e-05,0.00099275,0.00032987,0.00017781,0.00033386,1.3104e-05,1.3596e-05,1.5506e-06,1.0029e-06,9.6e-07,2.4068e-05,1.3094e-05,1.9279e-05,1.2741e-05,1.3043e-05,1.2809e-05,1.2809e-05,1.2809e-05,1.2809e-05,1.2809e-05,1.2809e-05,1.5032e-05,1.6563e-05,5.275e-05,9.3708e-05,0.00028852,NA,1.427e-06,1.5316e-06,0.00017272,0.00020297,0.0024763,0.0034372,0.0011573,0.00087409,0.016839,0.023691,0.020252,0.076063,0.071017,0.091136,0.085165,0.083259,0.10998,0.05789,0.056084,0.036013,0.039864,0.53351,0.7118,0.66474,0.38406,0.19478,0.18856,0.19153,0.19076,0.19269,0.18709,0.18506,0.18505,0.18505,0.18505,0.18505,0.18505,0.76173,0.88539,0.67635,0.59875,0.58308,0.56981,0.47897,0.53562,0.5221,0.15368,0.20055,0.17916,0.42622,0.43207,0.43471,0.34594,0.36114,0.22607,0.26095,0.28431,0.47887,0.32757
"XP_005171226",0.0068969,0.00039058,0.00086457,0.00054457,7.4443e-05,8.5713e-05,0.24274,0.21757,0.19789,0.18849,0.18835,0.18834,0.18834,0.0037662,0.0016786,0.00025054,0.00011162,4.4392e-05,0.00036541,0.77111,0.9889,0.26406,0.25617,0.52893,0.31627,0.36043,0.39935,0.036581,0.043721,0.091498,0.090724,0.05901,0.071252,0.078131,0.0058433,0.009485,0.008084,0.021742,0.012559,0.0013841,0.00021761,0.00010187,4.7024e-05,3.2962e-05,2.8267e-05,3.382e-05,3.6803e-05,0.00056528,0.00072302,0.00012617,0.00021714,2.6009e-05,2.677e-05,1.0404e-06,2.574e-07,4.4113e-08,1.5438e-06,2.5898e-05,3.8193e-05,2.5957e-05,2.5729e-05,2.5517e-05,2.5517e-05,2.5517e-05,2.5517e-05,2.5517e-05,2.5517e-05,2.7496e-05,3.0717e-05,5.6908e-05,0.00014554,0.0023386,1.427e-06,NA,5.8931e-13,0.00023763,0.00029944,0.0028465,0.0038872,0.0013859,0.00090041,0.018024,0.025099,0.021534,0.078542,0.074974,0.0938,0.08776,0.093216,0.12314,0.060091,0.058254,0.037741,0.041412,0.54807,0.71361,0.68289,0.39402,0.19811,0.19187,0.19485,0.19407,0.19601,0.1904,0.18835,0.18834,0.18834,0.18834,0.18834,0.18834,0.76943,0.87836,0.67897,0.60118,0.58559,0.56972,0.45889,0.53835,0.5249,0.16672,0.20651,0.15251,0.42903,0.43522,0.43629,0.34875,0.35894,0.27816,0.2635,0.27168,0.43899,0.41123
"NP_001239279",0.0074758,0.00048446,0.0010378,0.0006611,0.00010625,0.00012059,0.2456,0.2204,0.20069,0.19126,0.19111,0.19111,0.19111,0.004158,0.0019191,0.00032081,0.00015305,6.7118e-05,0.0004553,0.77323,0.9862,0.26758,0.2556,0.53138,0.31935,0.36323,0.40191,0.038091,0.045309,0.093741,0.092482,0.060851,0.073303,0.080228,0.0063671,0.010169,0.0087397,0.022862,0.013379,0.0016199,0.00028191,0.00014093,7.0582e-05,5.1703e-05,4.5235e-05,5.2872e-05,5.6952e-05,0.00078967,0.00096909,0.00019165,0.00031981,4.2088e-05,4.3147e-05,2.2325e-06,6.5316e-07,1.4783e-07,3.3815e-06,4.1956e-05,6.043e-05,4.203e-05,4.1742e-05,4.1402e-05,4.1402e-05,4.1402e-05,4.1402e-05,4.1402e-05,4.1402e-05,4.4563e-05,4.9406e-05,8.9843e-05,0.00021481,0.0027149,1.5316e-06,5.8931e-13,NA,0.00030558,0.00037353,0.0031823,0.0042958,0.0015988,0.0010679,0.019033,0.026313,0.022653,0.080644,0.075436,0.096054,0.089957,0.093986,0.12746,0.061964,0.0601,0.039246,0.043038,0.54814,0.71511,0.68159,0.39552,0.2009,0.19464,0.19763,0.19686,0.1988,0.19317,0.19112,0.19111,0.19111,0.19111,0.19111,0.19111,0.76953,0.88044,0.68053,0.6032,0.58768,0.57184,0.45551,0.54063,0.52722,0.17229,0.2102,0.1548,0.43173,0.43784,0.43919,0.35167,0.36166,0.28199,0.26654,0.27724,0.44933,0.41516
"NP_001129995-G0004",0.041214,0.0036815,0.0067826,0.0014639,0.00058505,0.00070875,0.066817,0.050595,0.039278,0.034319,0.034244,0.034242,0.034242,1.2747e-05,8.377e-07,1.9984e-15,4.6149e-05,3.9747e-07,4.1372e-05,0.73316,0.53061,0.55525,0.5676,0.99485,0.70284,0.77842,0.8361,0.14685,0.17025,0.29285,0.29601,0.21247,0.2426,0.26085,0.036185,0.053316,0.045994,0.10004,0.066613,0.009062,0.0020703,0.00088581,0.00028115,0.00011948,6.5505e-05,1.6936e-06,1.1226e-06,0.00013521,6.9247e-05,3.9569e-05,5.7233e-05,1.1811e-05,1.1318e-05,3.2886e-05,4.4045e-05,6.2203e-05,5.8706e-05,3.0046e-05,2.1157e-05,2.0875e-05,2.087e-05,2.0871e-05,2.0871e-05,2.0871e-05,2.0871e-05,2.0871e-05,2.0871e-05,2.0899e-05,2.095e-05,2.4471e-05,2.9015e-05,0.00047468,0.00017272,0.00023763,0.00030558,NA,9.3774e-12,5.1256e-06,1.3007e-05,3.9802e-07,7.4526e-08,0.00050197,0.0009709,0.00071598,0.007875,0.010902,0.01069,0.0095372,0.013213,0.012552,0.004924,0.0046594,0.0021117,0.0024701,0.95248,0.78086,0.79338,0.83877,0.50426,0.49901,0.50212,0.49909,0.50073,0.49494,0.49441,0.49434,0.49436,0.49436,0.49436,0.49436,0.33622,0.40288,0.27036,0.22186,0.2127,0.20474,0.1942,0.18586,0.17836,0.020171,0.036962,0.033458,0.12902,0.13224,0.1318,0.092457,0.10606,0.055185,0.059517,0.057818,0.12534,0.11008
"NP_001009916",0.049444,0.0049291,0.0088778,0.0019623,0.00086891,0.0010414,0.058216,0.043084,0.032697,0.028203,0.028135,0.028134,0.028134,5.9508e-06,2.6926e-07,2.8715e-12,7.6135e-05,1.239e-06,5.9294e-05,0.6845,0.48766,0.59522,0.60011,0.94319,0.75134,0.82855,0.88677,0.16747,0.19297,0.32494,0.32711,0.23875,0.27122,0.29076,0.043644,0.06324,0.054985,0.1158,0.078422,0.011616,0.0028578,0.0012828,0.00043701,0.000198,0.00011381,4.2992e-06,3.0059e-06,0.00024195,0.00012013,7.9175e-05,0.00011119,2.3989e-05,2.3022e-05,5.5225e-05,6.9946e-05,9.3729e-05,9.9979e-05,5.5624e-05,4.1169e-05,4.0066e-05,4.0138e-05,4.0099e-05,4.0099e-05,4.0099e-05,4.0099e-05,4.0099e-05,4.0099e-05,4.0504e-05,4.0714e-05,4.9566e-05,5.745e-05,0.00055726,0.00020297,0.00029944,0.00037353,9.3774e-12,NA,2.1482e-06,6.0804e-06,1.0754e-07,2.1598e-08,0.00032739,0.00066279,0.00047937,0.0060458,0.0082246,0.0083294,0.0073907,0.010117,0.010255,0.0036907,0.0034825,0.0015114,0.0017897,0.90365,0.73156,0.74697,0.88805,0.54483,0.53974,0.54218,0.54155,0.54313,0.53854,0.53685,0.53684,0.53684,0.53684,0.53684,0.53684,0.30285,0.36759,0.24185,0.19692,0.18847,0.18122,0.17068,0.16379,0.15708,0.016586,0.030926,0.028012,0.11206,0.11494,0.11468,0.079242,0.092021,0.046367,0.050753,0.049837,0.11428,0.094572
